"outcome","resp_type","n","r_pre","r_pre_ci_low","r_pre_ci_high","r_post","r_post_ci_low","r_post_ci_high","r_diff","r_diff_ci_low","r_diff_ci_high","r_xprepost","t_steiger","p_steiger"
"woods_sum","mip_pp_2",22,-0.112040305712681,-0.509577757097846,0.324916255576163,-0.1997931413395,-0.573124727128665,0.242218449724722,-0.0877528356268198,-0.385174192061563,0.223272823579736,0.679394801202593,0.487603763686118,0.631409289649097
"woods_sum","mip_pp_3",22,-0.149403438869241,-0.53717534412973,0.290503768266663,-0.211680332157645,-0.581400944692381,0.230499305539843,-0.0622768932884036,-0.377727135908512,0.243658899151306,0.681555843032905,0.347885237505319,0.731750848076647
"woods_sum","mip_pp_4",22,-0.149403438869241,-0.53717534412973,0.290503768266663,-0.211680332157645,-0.581400944692381,0.230499305539843,-0.0622768932884036,-0.377727135908512,0.243658899151306,0.681555843032905,0.347885237505319,0.731750848076647
"woods_sum","mip_pp_5",22,-0.0275012092808806,-0.443962030886738,0.398730413919058,-0.118640260869493,-0.514512907857727,0.318920505531286,-0.091139051588612,-0.392099810665001,0.200524853349968,0.70507895187348,0.522576127549083,0.607309589434416
"woods_sum","sindex_pp",22,0.118360129371042,-0.31917570556408,0.514303969676809,0.0175787177996043,-0.407046487319059,0.435956147221127,-0.100781411571437,-0.340675977240693,0.173673262578839,0.786695079623836,0.682520598359553,0.503147018412524
"dsq_sum","mip_pp_1",22,-0.316552330077338,-0.651244893493462,0.121236474422897,-0.510685035095148,-0.767124563768508,-0.113518062977949,-0.194132705017811,-0.425653471628051,0.0549233408973602,0.709844212297744,1.29239331844449,0.21171851628478
"dsq_sum","mip_pp_2",22,-0.265494290256356,-0.617934467793038,0.175791290631741,-0.457856494998439,-0.737165366080107,-0.0449190491437148,-0.192362204742083,-0.458740156446923,0.080345698564417,0.679394801202593,1.17800294838642,0.253339977248268
"dsq_sum","mip_pp_3",22,-0.103764593783192,-0.503352366608664,0.332385043692622,-0.308052400967884,-0.645787575646003,0.130505814022852,-0.204287807184692,-0.506743589152972,0.089123753043151,0.681555843032905,1.1859501014029,0.250261762621871
"dsq_sum","mip_pp_4",22,-0.103764593783192,-0.503352366608664,0.332385043692622,-0.308052400967884,-0.645787575646003,0.130505814022852,-0.204287807184692,-0.506743589152972,0.089123753043151,0.681555843032905,1.1859501014029,0.250261762621871
"dsq_sum","mip_pp_5",22,-0.0849183221542899,-0.489018780774002,0.349191994961931,-0.288706001906309,-0.633236356477417,0.151321423121076,-0.203787679752019,-0.497981709651445,0.0890477350811001,0.70507895187348,1.22637420284512,0.235040072976229
"dsq_sum","sindex_pp",22,-0.287647554670345,-0.632544407067258,0.152449101972671,-0.505245931266419,-0.764090840130179,-0.106275959020761,-0.217598376596074,-0.473104504723161,0.0394051902081797,0.786695079623836,1.71750538062313,0.102142820310945
