"outcome","respiratory","mean_beta","mean_adj_r2","mean_conditional_r2","significant_models","model1_beta","model1_p","model1_adjR2","model1_condR2","model2_beta","model2_p","model2_adjR2","model2_condR2","model3_beta","model3_p","model3_adjR2","model3_condR2","model4_beta","model4_p","model4_adjR2","model4_condR2"
"woods_sum","mip_pre_max_percentpredict_1",-0.375507102327516,0.0903343546916988,0.723049254129158,2,-0.451452100440648,0.00049259168353844,0.187938246495781,0.715853181147543,-0.462362781696202,0.000456720868858615,0.189581615571285,0.730245327110774,-0.21443848497324,0.337908567531963,-0.00171694297050062,NA,-0.373775042199972,0.157576407449165,-0.01446550032977,NA
"woods_sum","mip_pre_max_percentpredict_2",-0.316753882442676,0.0616843907048193,0.73651402523605,2,-0.454706326004449,0.000536372397713589,0.184872821714656,0.72939989798025,-0.467339040644695,0.000475779616045031,0.18581476547261,0.74362815249185,-0.112040305712681,0.619606542806804,-0.0368193183905996,NA,-0.23292985740888,0.375393933388376,-0.0871307059773891,NA
"woods_sum","pif_post_max",-0.286704195465482,0.036276915051779,0.63038227331487,2,-0.376791947619917,0.0102851704210875,0.132353677047736,0.618325275039522,-0.391072005135713,0.0116055409077487,0.123290013236479,0.642439271590217,-0.201759611630726,0.367903982015498,-0.00725771207034964,NA,-0.177193217475574,0.467635720210312,-0.10327831800675,NA
"woods_sum","pif_pre_max",-0.174992982395387,-0.00596328150388267,0.580248496903705,1,-0.287755572674703,0.0495490781396639,0.0782034839326732,0.565313321799181,-0.292476159587384,0.0554137046283622,0.0769911233535283,0.59518367200823,-0.0700740021461814,0.756658475454241,-0.0448441159343778,NA,-0.0496661951732807,0.834711659143973,-0.134203617367354,NA
"woods_sum","sindex_post_max",-0.282555257415635,0.033061703620695,0.626218021568132,2,-0.369891936643164,0.0123479808942168,0.127378121760623,0.6140723257696,-0.386629269792178,0.0137030783940407,0.118251446750639,0.638363717366664,-0.199601721247201,0.373156747489001,-0.0081671105189125,NA,-0.174098101979999,0.480892886408869,-0.10521564350957,NA
"woods_sum","sindex_pre_max",-0.16970584903546,-0.00916544843471345,0.567854022711512,0,-0.273766321398794,0.061419184043013,0.0711936086417974,0.552701687432232,-0.278058692033603,0.0689982166064494,0.0702162817284385,0.583006357990791,-0.0737504719221644,0.744293591234045,-0.0442889112858211,NA,-0.0532479107872769,0.822998291874726,-0.133782772823269,NA
"woods_sum","slopesmip_post_max",-0.335003756446996,0.0507835560367098,0.717490756411496,0,-0.289050418373381,0.121930878166002,0.0793882797468917,0.705224753058746,-0.3071121461786,0.117157733411813,0.0953575687641038,0.729756759764246,-0.32314820568544,0.22215045218845,0.0404551030404138,NA,-0.420704255550563,0.156668771587411,-0.01206672740457,NA
"woods_sum","slopesmip_pre_max",-0.337329482036362,0.0653482672502813,0.716151304653279,0,-0.249466694606997,0.128929754406485,0.0599695832786716,0.70280887752146,-0.253432914820336,0.132830423694911,0.0766590843084355,0.729493731785097,-0.379044746113509,0.147651120320129,0.0825088423817009,NA,-0.467373572604607,0.104069199183128,0.0422555590323171,NA
"woods_sum","smip_post_max",-0.0967923919446929,-0.0021307873442154,0.590504442827774,0,-0.289984513063801,0.0548747761116844,0.0782194808103114,0.573420465260795,-0.297018430200502,0.0593197448053123,0.0780396337476603,0.607588420394753,0.091398847354497,0.685828080745482,-0.0412285632373828,NA,0.108434528131034,0.647780076395105,-0.123553700697451,NA
"woods_sum","smip_pre_max",0.0337512151021407,-0.0059861612391983,0.511944492579559,0,-0.158331054876487,0.33280866783279,0.0239419931230202,0.493222151991241,-0.160696083513485,0.36553017404605,0.0281586685157541,0.530666833167876,0.195860976898633,0.38236332381738,-0.00972040161472854,NA,0.258171021899901,0.289032368521862,-0.066324904980839,NA
"woods_sum","volume_post_max",0.0732649225630515,-0.0299264947137739,0.442370977899352,0,-0.0228463364678593,0.877811381186116,0.000513685212019117,0.424226161023708,-0.00556421578402771,0.971332668166977,0.0101859509874545,0.460515794774996,0.122376244817135,0.587449009117176,-0.0342752574396794,NA,0.199093997686959,0.423215127797294,-0.0961303576148897,NA
"woods_sum","volume_pre_max",0.143825400589069,-0.0253500421196768,0.456259855073785,0,0.128422042339863,0.455491474849498,0.0160712151475866,0.450959060960501,0.272649699312592,0.202866161351252,0.0492806727146517,0.461560649187069,0.0100202451999987,0.964699880307675,-0.0498945744204384,NA,0.164209615503822,0.575619577042768,-0.116857481920507,NA
