outcome,resp_type,n,r_pre,r_pre_ci_low,r_pre_ci_high,r_post,r_post_ci_low,r_post_ci_high,r_diff,r_diff_ci_low,r_diff_ci_high,r_xprepost,t_steiger,p_steiger_two,direction_H1,p_steiger_one
psqi_sum,mip,22,-0.538324092221752,-0.782365347313137,-0.150983060342769,-0.503859957217079,-0.763315962235847,-0.104437293077128,0.0344641350046729,-0.247119938856676,0.336429149574428,0.763143018654607,-0.262118919515694,0.796050540432477,pre_stronger_or_equal,0.601974729783762
psqi_sum,smip,22,-0.208376015562818,-0.57910803325981,0.23376983309299,-0.323564110457095,-0.655720848868663,0.113532083795257,-0.115188094894277,-0.276201926469901,0.0421063752766968,0.91525438335958,1.32440668569942,0.201079323242434,post_stronger,0.100539661621217
psqi_sum,fit,22,-0.0240481760177133,-0.44118350124855,0.401632387142097,-0.111684141882249,-0.509310687805005,0.325238817921949,-0.0876359658645361,-0.293021518472824,0.104143216622381,0.918594724704467,0.972312584619643,0.343111756440632,post_stronger,0.171555878220316
psqi_sum,id,16,0.0593051592024487,-0.449617987848579,0.539160316842192,-0.177915477607346,-0.619026592478631,0.348527790350736,-0.237220636809795,-0.688413295708181,0.110372284348249,0.838235294117647,1.65829998482544,0.121176736987586,post_stronger,0.0605883684937932
psqi_sum,slopesmip,16,-0.265390587430958,-0.672610312059566,0.265203763737552,-0.166054445766856,-0.611430444826761,0.359219722835267,0.0993361416641016,-0.359338683434218,0.567294308370723,0.723529411764706,-0.499712879641581,0.625628032612702,pre_stronger_or_equal,0.687185983693649
psqi_sum,sindex,22,-0.239879223534941,-0.60073252253757,0.202176350110672,-0.188627054807981,-0.565280569696858,0.253110445627978,0.0512521687269605,-0.227814530535181,0.342940202757799,0.660041065815283,-0.279107479783628,0.783177739307441,pre_stronger_or_equal,0.60841113034628
psqi_sum,pif,22,-0.278717260398921,-0.626684314663512,0.161918111043055,-0.184007067710041,-0.562014990693321,0.257584510941952,0.0947101926888796,-0.194320810965344,0.395406917286373,0.668764411495528,-0.527688836700803,0.603823817102183,pre_stronger_or_equal,0.698088091448908
psqi_sum,volume,22,-0.246714383070352,-0.60535563304574,0.1951979423805,-0.143837959473762,-0.533116465299874,0.295702885826696,0.10287642359659,-0.192281013839566,0.464506459930143,0.823196194406536,-0.782587225935139,0.443514594263775,pre_stronger_or_equal,0.778242702868113
psqi_sum,mip_pp_1,22,-0.235134684227989,-0.597509195057397,0.206994072176694,-0.189018680783758,-0.565556843803182,0.252730318379286,0.0461160034442302,-0.320834451797038,0.421459844943625,0.680406549971767,-0.258726768452755,0.798628219436606,pre_stronger_or_equal,0.600685890281697
psqi_sum,mip_pp_2,22,-0.276126687289527,-0.624976974833836,0.16464985879327,-0.273849353786108,-0.623473316774239,0.167045724871174,0.0022773335034188,-0.316554355451168,0.350699795132246,0.743647656691135,-0.0144966502309856,0.988584894259155,pre_stronger_or_equal,0.505707552870423
psqi_sum,mip_pp_3,22,-0.45603603405961,-0.736113027311064,-0.0426225711495148,-0.395686696219012,-0.700443721848864,0.0311120065911621,0.0603493378405976,-0.244802176028782,0.387413116142946,0.722190852625635,-0.397932375840723,0.695115738290871,pre_stronger_or_equal,0.652442130854564
psqi_sum,mip_pp_4,22,-0.45603603405961,-0.736113027311064,-0.0426225711495148,-0.395686696219012,-0.700443721848864,0.0311120065911621,0.0603493378405976,-0.244802176028782,0.387413116142946,0.722190852625635,-0.397932375840723,0.695115738290871,pre_stronger_or_equal,0.652442130854564
psqi_sum,mip_pp_5,22,-0.415044030998072,-0.712053104061599,0.00795673336893627,-0.331921358123287,-0.661025355946895,0.104280139997207,0.0831226728747853,-0.24866275569348,0.442488952112738,0.663466967814794,-0.485839608675027,0.632636589205308,pre_stronger_or_equal,0.683681705397346
psqi_sum,sindex_pp,22,-0.0489626703235037,-0.461053553921577,0.38050047657054,-0.113866675170939,-0.510946056984542,0.323260592102449,-0.0649040048474351,-0.410057532892666,0.282805490066302,0.672501411631846,0.352067991159252,0.728662094053936,post_stronger,0.364331047026968
psqi_disturbances,mip,22,-0.128993582252355,-0.522202176611449,0.309443904483118,-0.132170764081231,-0.524549075368675,0.306518198051482,-0.00317718182887575,-0.377994361978758,0.325007112864254,0.763143018654607,0.0203166665215359,0.984002604067597,post_stronger,0.492001302033799
psqi_disturbances,smip,22,-0.388667407683321,-0.69619374484225,0.039396816772914,-0.395876855877917,-0.700558558136727,0.0308867437766267,-0.00720944819459596,-0.247292348684487,0.207246216812963,0.91525438335958,0.0833210658781198,0.934467842402164,post_stronger,0.467233921201082
psqi_disturbances,fit,22,-0.348726982438959,-0.671593553375854,0.0854439702284951,-0.31816052936997,-0.652273546314375,0.11947406963697,0.0305664530689893,-0.196557241227928,0.243483781785039,0.918594724704467,-0.352291020501903,0.728497531109956,pre_stronger_or_equal,0.635751234445022
psqi_disturbances,id,16,-0.39540427136682,-0.745072422542174,0.124753181669424,-0.337065936247125,-0.713547851388564,0.190462971805996,0.0583383351196948,-0.164957219768464,0.363872824708523,0.838235294117647,-0.402439647433983,0.693899609015161,pre_stronger_or_equal,0.653050195492419
psqi_disturbances,slopesmip,16,0.256040470803105,-0.27450523533731,0.667079635658578,0.327342880393843,-0.200973544285774,0.708141239651472,0.0713024095907381,-0.202717912171903,0.310463303440076,0.723529411764706,-0.365711426316737,0.720462354435895,post_stronger,0.360231177217947
psqi_disturbances,sindex,22,-0.288896675781525,-0.633360949118517,0.151118155700371,-0.119869294890516,-0.515429036901923,0.3178001041671,0.16902738089101,-0.122331123831614,0.534254478438109,0.660041065815283,-0.937197708764718,0.360418019384393,pre_stronger_or_equal,0.819790990307803
psqi_disturbances,pif,22,-0.313778057099356,-0.649467489072853,0.124270290311285,-0.128524400590479,-0.521855099326578,0.309875247948402,0.185253656508876,-0.0983718490615724,0.531750353551195,0.668764411495528,-1.05102442729439,0.306432190015844,pre_stronger_or_equal,0.846783904992078
psqi_disturbances,volume,22,-0.368001458174222,-0.683554672796676,0.0634516763912258,-0.216477092935605,-0.584719066232174,0.225733750780431,0.151524365238617,-0.119882032133433,0.442263388370832,0.823196194406536,-1.21040392631183,0.240967028794925,pre_stronger_or_equal,0.879516485602537
psqi_disturbances,mip_pp_1,22,0.00762092956241806,-0.415321966837705,0.427854658758866,0.0368344928850206,-0.390843651672089,0.451432316264326,0.0292135633226026,-0.398889370040632,0.454534070870025,0.680406549971767,-0.159427218686837,0.875014852174721,post_stronger,0.43750742608736
psqi_disturbances,mip_pp_2,22,0.0292135633226026,-0.39728815665131,0.445336935413902,0.0673182111346929,-0.364639404492044,0.475432954852072,0.0381046478120903,-0.350697785620748,0.418028897805122,0.743647656691135,-0.232600653218468,0.81855872052646,post_stronger,0.40927936026323
psqi_disturbances,mip_pp_3,22,-0.115584098363341,-0.512230902201645,0.321701246654831,-0.0609674364993445,-0.470482421501416,0.37015563373927,0.0546166618639961,-0.32328840575855,0.406727815324679,0.722190852625635,-0.321686317194032,0.751202499658988,pre_stronger_or_equal,0.624398750170506
psqi_disturbances,mip_pp_4,22,-0.115584098363341,-0.512230902201645,0.321701246654831,-0.0609674364993445,-0.470482421501416,0.37015563373927,0.0546166618639961,-0.32328840575855,0.406727815324679,0.722190852625635,-0.321686317194032,0.751202499658988,pre_stronger_or_equal,0.624398750170506
psqi_disturbances,mip_pp_5,22,-0.0266732534684632,-0.443296534259969,0.399427017416581,0.0203224788331148,-0.404753952005004,0.438176572421277,0.0469957323015781,-0.380634987121056,0.459998725327828,0.663466967814794,-0.250105168536195,0.805190349618292,pre_stronger_or_equal,0.597404825190854
psqi_disturbances,sindex_pp,22,-0.0419151125932994,-0.455474520536036,0.386523893898254,0.0101612394165574,-0.413217457640617,0.429927847713434,0.0520763520098568,-0.270990237249593,0.349513675580216,0.672501411631846,-0.281101216632413,0.781671134801449,pre_stronger_or_equal,0.609164432599276
