"","Estimate","Est.Error","Q2.5","Q97.5"
"b_fmd_percent_pre",0.0921365522882339,0.946647300325317,-1.75112832796369,1.92699565318623
"b_interventiongroup",-0.0969866476329566,1.00499992845345,-2.0550584798776,1.84536238916456
"sigma",11.5650558178492,2.38879408020383,7.85605419890899,17.2595280129795
"Intercept",16.0289945909407,2.9527473479126,10.1454277008398,21.9523796830979
"lprior",-11.4380115340697,1.2175569202556,-14.3980943589972,-9.90847364825716
"lp__",-63.0610455576607,1.62513110381916,-67.2091758408496,-60.9601911534575
"b_Intercept",37.0792520211074,7.19113213675383,22.7866320770431,51.0582226893776
"b_cpet_vo2peak_relative_post",0.187294837644932,0.420979070593475,-0.642268222795612,0.996213776909824
"b_cpet_vo2peak_relative_pre",-1.15314348265561,0.490867849822935,-2.07571806451993,-0.144013731682652
"b_interventiongroup",-0.0732126464917073,0.959465760932064,-1.98649695852349,1.79397144721181
"sigma",8.90395060786073,2.07348357770394,5.93169764343584,13.965428034615
"Intercept",15.9528652486262,2.43727267710797,11.1668775696328,20.8015837053364
"lprior",-10.9661981778747,0.960399456458116,-13.433084932619,-9.76701708737631
"lp__",-58.8696141527782,1.75318169867718,-63.3728548366014,-56.5407198707811
"b_Intercept",24.5373048312472,6.13578252021629,12.2171941327308,36.7960118389048
"b_mip_pre_max_post",-0.0353470399410912,0.0587396013260881,-0.147607329227258,0.0811578845910755
"b_mip_pre_max_pre",-0.11951423436243,0.150563444183002,-0.419425902483661,0.187787844521289
"b_interventiongroup",-0.0998789377469956,0.996950579403598,-2.05962977863299,1.85398536430144
"sigma",6.6375216572236,1.5429960449812,4.34592977196571,10.3249695646321
"Intercept",15.3034851837467,1.6902699094607,11.8963839110529,18.6301266144305
"lprior",-9.12427486038885,0.727550655249004,-11.1278146533609,-8.46698683394293
"lp__",-52.9441380030283,1.72748708055087,-57.2358784022225,-50.6295136992234
"b_Intercept",23.1195287234287,5.10403515221933,13.0309309234396,33.2004149655413
"b_mip_post_max_post",-0.031980480644091,0.0563758070333608,-0.146628785207793,0.077839377044626
"b_mip_post_max_pre",-0.0999057946793431,0.0931282620752256,-0.296715192483006,0.0854475214451086
"b_interventiongroup",-0.193240729617576,1.00676957365007,-2.17012249841391,1.77977325171112
"sigma",6.56199054491679,1.59672333191041,4.29509792439191,10.4980820356227
"Intercept",15.270463304742,1.65948698934197,12.0484113828071,18.5659438976243
"lprior",-9.13238482308935,0.750094021808249,-11.3014653526489,-8.46278153946718
"lp__",-52.8816525639972,1.8102297053905,-57.4541815028806,-50.5181034342484
"b_Intercept",18.335394549983,3.35389609726381,11.8502678301031,25.2863910480987
"b_smip_pre_max_post",-0.0245895351538717,0.0132873190765982,-0.0498719405984242,0.0029358782429163
"b_smip_pre_max_pre",0.0170107207075023,0.0129383700331475,-0.00919776096552199,0.0423203588216075
"b_interventiongroup",-0.211533473275663,0.99787595248172,-2.18589023472716,1.74400727138805
"sigma",6.35217323455894,1.46088575712831,4.16686472171345,9.71242297105808
"Intercept",15.2422156388578,1.64074422453678,12.1177957039581,18.4967781542838
"lprior",-9.09885505138203,0.769402841839277,-11.2000478761298,-8.44683200356407
"lp__",-52.4452057294853,1.74300757228254,-56.7975305666021,-50.1182154782488
"b_Intercept",20.6212220519794,5.62732319570262,9.50001017056966,31.4641911105625
"b_fmd_percent_post",-0.591873589810642,0.500004385601121,-1.56327401783697,0.413103813942671
"b_fmd_percent_pre",-0.198615235808796,0.935974929781897,-2.04043443451185,1.63215021783843
"b_interventiongroup",-0.289074690636449,0.967884103101755,-2.18100331026276,1.64172273914589
"sigma",6.46307860689751,1.4441881609682,4.3699378342668,9.79992268854977
"Intercept",15.268946491693,1.6608173752798,11.9520496369985,18.5683055579236
"lprior",-9.85442591396342,1.0139556855081,-12.4777305589122,-8.67887899500955
"lp__",-53.3858230063343,1.67609846646302,-57.5036016872342,-51.2018399562566
"b_Intercept",18.6160155786058,5.5514424606485,7.45741965953818,29.9167441959532
"b_cpet_vo2peak_relative_post",0.208650235546633,0.347779958747364,-0.501220464116401,0.908903020530826
"b_cpet_vo2peak_relative_pre",-0.364420789193829,0.400890551552197,-1.1606945416001,0.444697661239246
"b_interventiongroup",-0.435719456397796,0.978617998299292,-2.39973972910085,1.46091848011179
"sigma",6.92801885220283,1.6382729818655,4.48823355931227,10.8619281890862
"Intercept",15.2379957080611,1.73684522379928,11.7759042626361,18.6879036677046
"lprior",-9.43111315177254,0.887182236919974,-11.7526285523755,-8.5568918915851
"lp__",-53.8517302275382,1.74491602107867,-58.282481341777,-51.5736911505995
"b_Intercept",9.21825318390958,1.95618039099458,5.38761118937128,13.2406248175748
"b_mip_pre_max_post",-0.0263632794070543,0.0197996253603751,-0.0648187889302521,0.0120877947398321
"b_mip_pre_max_pre",-0.0774232289349155,0.045422716616144,-0.170884333734726,0.0118807078647922
"b_interventiongroup",-0.0545907712172405,0.89612735469727,-1.81565196597414,1.6989351727941
"sigma",1.98577239573058,0.509603871639459,1.28254493884511,3.19949947816754
"Intercept",2.93286977847368,0.540119022852179,1.88577186782168,4.06400533772607
"lprior",-7.92340711880899,0.590265549335624,-9.55518055431003,-7.49648895370811
"lp__",-35.8551149859639,1.84905740447414,-40.4481977593005,-33.4115815877625
"b_Intercept",7.70663003580254,1.65614301843456,4.47084614214015,11.0224754045682
"b_mip_post_max_post",-0.0175246707573926,0.0199721426473762,-0.0581943139872355,0.0197438482003382
"b_mip_post_max_pre",-0.0589981866661138,0.0293192605994796,-0.117755207886609,-0.00123330188624247
"b_interventiongroup",-0.617147503922345,0.876666963353983,-2.31050388977007,1.12227728306805
"sigma",2.09884009002984,0.535591561093664,1.33518613681882,3.38522317316894
"Intercept",2.93485078420947,0.551621409853839,1.83874069806346,4.00225087370393
"lprior",-8.09711113825705,0.753835327341758,-10.174049577583,-7.50105536034219
"lp__",-36.7137314517503,1.83072229787715,-41.3684515483248,-34.30833086088
"b_Intercept",5.33222893622503,1.36960065206014,2.46514652162521,8.00522383257944
"b_smip_pre_max_post",-0.00727889424734549,0.00566527105148015,-0.0185039788899697,0.00375618097654237
"b_smip_pre_max_pre",0.000180429247932456,0.00529382840481248,-0.0102919184666244,0.0108497358850911
"b_interventiongroup",-0.760497419542866,0.874887193275811,-2.40766785896475,1.046693642294
"sigma",2.55222322486058,0.650613844734166,1.59744528509437,4.16708773652987
"Intercept",2.92014110748931,0.691401595050507,1.54415414562075,4.29046509761078
"lprior",-8.2187952860664,0.807633967447582,-10.4282693963127,-7.51686688676276
"lp__",-39.4245983110324,1.83729631153974,-44.0553560848613,-36.9518658621841
"b_Intercept",5.68439033864904,3.44658200921828,-1.30651830440495,12.2444178316442
"b_fmd_percent_post",-0.0447414565706656,0.258408363465052,-0.557043070155194,0.454583352548062
"b_fmd_percent_pre",-0.390331864108271,0.708733756489607,-1.78842078312641,1.01979740001082
"b_interventiongroup",-0.972821071421665,0.916072823384202,-2.70226123927279,0.873290776746622
"sigma",2.71033544356013,0.682847748955985,1.7451239291223,4.33815232100397
"Intercept",2.93951755355345,0.725350721346724,1.50168828131951,4.40486590883478
"lprior",-8.81016218798841,1.10062589207102,-11.6276252001653,-7.61494391072167
"lp__",-40.8285025541456,1.70904927169447,-45.0830651029982,-38.5805380513179
"b_Intercept",7.04865103431438,1.95170275863196,3.05778759433738,10.908016646926
"b_cpet_vo2peak_relative_post",0.0274189791249012,0.143982807923952,-0.268508572416901,0.306120889893907
"b_cpet_vo2peak_relative_pre",-0.192449666108622,0.159809281117419,-0.512024440537461,0.141092115932256
"b_interventiongroup",-1.02022391790115,0.902826316301352,-2.71049010989485,0.81630901025786
"sigma",2.34538552264887,0.613027528253392,1.45733841845168,3.83300178448834
"Intercept",2.92881843212212,0.611746267111284,1.67857495307638,4.14721286225702
"lprior",-8.50268366297041,1.030923801732,-11.2436801126396,-7.5379890529262
"lp__",-38.60427788017,1.82454078468461,-42.9682594321553,-36.1796611373618
"b_Intercept",15.125354810148,3.02343520074737,9.07078129615096,21.0884042093679
"b_mip_pre_max_post",-0.0524677136090828,0.0281437427311439,-0.107722717857906,0.00304890558733786
"b_mip_pre_max_pre",-0.0460266673745172,0.0707235059393713,-0.185900535910445,0.0952432239422862
"b_interventiongroup",-0.323648446477697,0.96141075376003,-2.20645967634197,1.53819022372281
"sigma",3.02592262918579,0.734474938182169,1.94871829708586,4.82601330506491
"Intercept",7.96580967945845,0.805556800322692,6.27267759904622,9.55493174134699
"lprior",-8.13304166068552,0.759438910171965,-10.253897052558,-7.4021933880226
"lp__",-41.6101728813874,1.85267015806167,-46.1765478150864,-39.2229551051035
"b_Intercept",14.2276794297015,2.6027022350178,8.90037492097803,19.4257039909744
"b_mip_post_max_post",-0.0542563527816897,0.0293920612978761,-0.112045301204774,0.00311174672125926
"b_mip_post_max_pre",-0.028365135845216,0.0451620572204224,-0.119919410378647,0.0613823531194117
"b_interventiongroup",-0.515862579349813,0.965182552738772,-2.36300142813068,1.39530010115784
"sigma",3.21920092242362,0.832125159641227,2.05377446476859,5.26152316738715
"Intercept",7.95449634242872,0.839965917070566,6.23450232288555,9.53442498180553
"lprior",-8.22564031421203,0.845319924897334,-10.5964070532013,-7.4142019843479
"lp__",-42.4670948456872,1.88198449235582,-47.2461212896602,-40.0290542517412
"b_Intercept",11.1984290539253,1.91938761995012,7.26893786050029,15.0150942103518
"b_smip_pre_max_post",-0.0119955914221686,0.00775477626342478,-0.0279535058811524,0.0030343690094178
"b_smip_pre_max_pre",0.00251859489801064,0.00718755917767857,-0.0118066839377789,0.0169521244919253
"b_interventiongroup",-0.87085826794272,0.967325292909221,-2.82472528547818,1.00600661863591
"sigma",3.5627559120599,0.910287867737653,2.24528558829451,5.70998395446598
"Intercept",7.93954425874423,0.883585434002268,6.17678925609449,9.6878406835307
"lprior",-8.48737537951253,1.09457334627575,-11.6343732445045,-7.42849063740722
"lp__",-44.0926819906669,1.76230132307601,-48.2047348900739,-41.7216111714526
"b_Intercept",10.8133020600039,4.18802263259905,2.56927028602806,18.848455993271
"b_fmd_percent_post",-0.29697484568445,0.354623757705124,-1.01140745435102,0.393733664107573
"b_fmd_percent_pre",-0.070736027534892,0.805232265849509,-1.63204586696823,1.52296668086411
"b_interventiongroup",-0.90017120191218,1.00083764157205,-2.87636213095199,1.08352802576824
"sigma",3.84770647480541,0.911200436154365,2.47333388797996,6.02170372792953
"Intercept",7.89390455415763,0.963880163475307,6.00763065569984,9.79401859290504
"lprior",-8.99274197252902,1.23837659680284,-12.250565364882,-7.61166596242776
"lp__",-45.5709707888869,1.71350074273721,-49.7386161538157,-43.3029236262877
"b_Intercept",10.8513632504371,3.21886140386987,4.59267225499352,17.362254834882
"b_cpet_vo2peak_relative_post",-0.12096084841275,0.21429893186074,-0.547638062269237,0.301467673180515
"b_cpet_vo2peak_relative_pre",0.0138688401287605,0.248762382657425,-0.488153398051872,0.493239143325416
"b_interventiongroup",-0.875026026946699,0.969027103189005,-2.79182062782948,1.05251296129296
"sigma",3.95862718994315,0.968685333470955,2.51678768066208,6.24839821143963
"Intercept",7.88389834784924,0.971811499293351,5.93349255940629,9.79875093881155
"lprior",-8.5717685534922,1.06905485094427,-11.6157325103727,-7.48513516748264
"lp__",-45.5626803068134,1.6978515521976,-49.6865526122512,-43.258526281456
"b_Intercept",20.1838792435792,4.74981117732166,10.5891578498191,29.3071081096976
"b_mip_pre_max_post",0.0627900426057298,0.0449246487948421,-0.027471449454968,0.15064038645795
"b_mip_pre_max_pre",-0.0182532722074008,0.113075785621553,-0.241724194832752,0.216948885216525
"b_interventiongroup",0.0667134711961505,0.995950466757172,-1.8490130371948,2.04962524059723
"sigma",5.08345681804484,1.23199959000979,3.27099228394989,8.0476719563619
"Intercept",24.8882445276568,1.28341259913114,22.3055337427522,27.4483159953643
"lprior",-8.74493742315725,0.732106896871622,-10.8627235389116,-8.14185582256275
"lp__",-49.02533460049,1.75235257485196,-53.2951976080499,-46.7248572249348
"b_Intercept",18.1505656883729,3.89071787904383,10.4624309225103,25.9094075634604
"b_mip_post_max_post",0.041805679301927,0.0413430391029466,-0.0390309520966642,0.122854925012019
"b_mip_post_max_pre",0.0619758413118361,0.0675855221809067,-0.0746176118692792,0.192297016370872
"b_interventiongroup",0.15840553756551,0.975483925388254,-1.78385971569002,2.02795639260699
"sigma",4.95935512794583,1.27265073643113,3.20876477754853,8.07239677408264
"Intercept",24.8935690702741,1.27994622345176,22.3313822908176,27.3899833300348
"lprior",-8.72372429985925,0.699975711043596,-10.7014931694596,-8.13652802022572
"lp__",-48.7025935221129,1.84365944801734,-53.4045771198089,-46.3694057648402
"b_Intercept",22.4692953318896,2.9108185633664,16.6115961517418,28.2748313405888
"b_smip_pre_max_post",0.00410009758285527,0.011773999514068,-0.018681408071662,0.0287699074255595
"b_smip_pre_max_pre",0.00438571424432132,0.0111888586492072,-0.0182229537497289,0.0262005183950512
"b_interventiongroup",0.431196054744836,1.00242441153112,-1.52372910814868,2.35083899686898
"sigma",5.53548793495138,1.34269277437701,3.56774848201714,8.78907959290675
"Intercept",24.8900160585514,1.40603549717362,22.0325817147359,27.5848320271121
"lprior",-8.87027948229463,0.831705051404091,-11.1671478735173,-8.17107337213341
"lp__",-50.2918048989709,1.79258880104828,-54.4619495640195,-47.9332748925963
"b_Intercept",22.405839055227,4.8018377394419,12.5999813673758,31.7743411104459
"b_fmd_percent_post",0.509645729884936,0.412092182056172,-0.310263666248231,1.31876467277118
"b_fmd_percent_pre",-0.268614036884693,0.866848622314929,-1.93728534396862,1.44234145839824
"b_interventiongroup",0.362560886267244,0.952656293844233,-1.53479603860104,2.23140492089719
"sigma",5.04623788995869,1.15764259758836,3.33332979225855,7.80273143564277
"Intercept",24.8869935887901,1.33368481650951,22.3213677040496,27.4675865798865
"lprior",-9.38298967767554,0.975372105560446,-11.9891779487368,-8.30094789234047
"lp__",-49.6480998144875,1.64333828293301,-53.7513486395981,-47.4697003236098
"b_Intercept",14.215592252594,2.755626487849,8.75318428901111,19.6971749352998
"b_cpet_vo2peak_relative_post",0.205607834740485,0.192426458862454,-0.163381159495277,0.601650884730449
"b_cpet_vo2peak_relative_pre",0.25728109676208,0.219511705972919,-0.197604705964686,0.678388023759357
"b_interventiongroup",0.260837558814381,0.914492278849835,-1.54196731795413,2.00822746103882
"sigma",3.42631131061205,0.841669824104804,2.23952281461882,5.44733161317282
"Intercept",24.852611248026,0.911511156223251,22.9666754880514,26.6595527738303
"lprior",-8.67641926427819,0.649287067173249,-10.4491305652996,-8.14184129502691
"lp__",-43.8069475805089,1.8365844737022,-48.2917885714646,-41.4415801666421
