"data_source","outcome","respiratory","pearson_r","pearson_p","spearman_rho","spearman_p","n"
"visit1_only","woods_sum","fit_pre_max",0.00330958602310882,0.988337597217622,0.136597267733032,0.54441423911652,22
"combined_visits","woods_sum","pif_pre_max",-0.201181688221283,0.219407173704904,-0.167310575020865,0.308650347381797,39
"visit1_only","woods_sum","pif_pre_max",-0.0700740021461814,0.756658475454241,-0.111048718323512,0.622728465665203,22
"combined_visits","woods_sum","sindex_pre_max",-0.19511397365053,0.2339190296911,-0.169070943083756,0.303514446460764,39
"visit1_only","woods_sum","sindex_pre_max",-0.0737504719221644,0.744293591234045,-0.131556568939587,0.559501481565818,22
"combined_visits","woods_sum","volume_pre_max",0.111627472547036,0.498690447652909,0.0843557554963026,0.609649806311912,39
"visit1_only","woods_sum","volume_pre_max",0.0100202451999991,0.964699880307674,0.0301222534008286,0.894139269814458,22
"combined_visits","woods_sum","id_pre_max",-0.0247484226555961,0.898599116094262,-0.0919546136470853,0.635203316942939,29
"visit1_only","woods_sum","id_pre_max",0.144547311496705,0.593267763057552,0.173913468475947,0.519470384446955,16
"combined_visits","woods_sum","slopesmip_pre_max",-0.205526948191037,0.284807403547656,-0.152021740303649,0.431139493578923,29
"visit1_only","woods_sum","slopesmip_pre_max",-0.379044746113509,0.147651120320129,-0.38614685373473,0.139592871508253,16
"combined_visits","woods_sum","mip_post_max",-0.328260318224511,0.0386437779210848,-0.386759216105485,0.0136899933098169,40
"visit1_only","woods_sum","mip_post_max",-0.303701776900448,0.169426086392699,-0.367780825115818,0.0921886059682226,22
"combined_visits","woods_sum","mip_post_max_percentpredict_1",-0.323204535818134,0.0419247811802837,-0.365065792483133,0.0205447768706679,40
"visit1_only","woods_sum","mip_post_max_percentpredict_1",-0.288198646503964,0.193371326681583,-0.350878092011448,0.109358494807956,22
"combined_visits","woods_sum","mip_post_max_percentpredict_2",-0.301792428353564,0.0584149253948844,-0.316716445063311,0.0464630602740275,40
"visit1_only","woods_sum","mip_post_max_percentpredict_2",-0.1997931413395,0.372689066615728,-0.286927730080329,0.195430913039847,22
"combined_visits","woods_sum","mip_post_max_percentpredict_3",-0.315652396044785,0.0472438645180412,-0.359515964666461,0.0226996148994233,40
"visit1_only","woods_sum","mip_post_max_percentpredict_3",-0.211680332157645,0.344306836591223,-0.335031984630286,0.127470446137417,22
"combined_visits","woods_sum","mip_post_max_percentpredict_4",-0.315652396044785,0.0472438645180412,-0.359515964666461,0.0226996148994233,40
"visit1_only","woods_sum","mip_post_max_percentpredict_4",-0.211680332157645,0.344306836591223,-0.335031984630286,0.127470446137417,22
"combined_visits","woods_sum","mip_post_max_percentpredict_5",-0.278263037457973,0.0821039851516646,-0.301571999665273,0.0586082506208419,40
"visit1_only","woods_sum","mip_post_max_percentpredict_5",-0.118640260869493,0.598990224943119,-0.21844990889745,0.328729784163573,22
"combined_visits","woods_sum","sindex_post_max_percentpredict",-0.20351819494526,0.213988002061864,-0.155697130215382,0.343902685630028,39
"visit1_only","woods_sum","sindex_post_max_percentpredict",0.0175787177996043,0.938111018731704,-0.0316922147623243,0.888654211416854,22
"combined_visits","woods_sum","smip_post_max",-0.214140213211063,0.184559079391296,-0.238476838595421,0.138364558178157,40
"visit1_only","woods_sum","smip_post_max",0.0913988473544971,0.685828080745482,0.088335348295716,0.695863809481027,22
"combined_visits","woods_sum","fit_post_max",-0.104659930752294,0.520414484408582,-0.145879711779356,0.369086366599657,40
"visit1_only","woods_sum","fit_post_max",-0.0867773722438449,0.700986629528755,0.00597783768531277,0.978936710559536,22
"combined_visits","woods_sum","pif_post_max",-0.291778592905538,0.0714954323879583,-0.328109906317386,0.0414281537538611,39
"visit1_only","woods_sum","pif_post_max",-0.201759611630726,0.367903982015499,-0.261256275596545,0.240232139146203,22
"combined_visits","woods_sum","sindex_post_max",-0.281374232344574,0.0826942304736502,-0.342853159513954,0.0326231332296853,39
"visit1_only","woods_sum","sindex_post_max",-0.1996017212472,0.373156747489003,-0.285511778410362,0.197742949433894,22
"combined_visits","woods_sum","volume_post_max",-0.0391349296641163,0.813016405020828,0.115916368997821,0.482230565810561,39
"visit1_only","woods_sum","volume_post_max",0.122376244817135,0.587449009117175,0.217021285328557,0.331981446411306,22
"combined_visits","woods_sum","id_post_max",-0.115222679049627,0.551718354266435,-0.181684518899483,0.345554885829164,29
"visit1_only","woods_sum","id_post_max",0.011437454212078,0.966467099007121,-0.00589537181274397,0.982712332995994,16
"combined_visits","woods_sum","slopesmip_post_max",-0.240495257753923,0.208869349270026,-0.0875051968577102,0.651723378699191,29
"visit1_only","woods_sum","slopesmip_post_max",-0.32314820568544,0.22215045218845,-0.119381279208065,0.659669109121264,16
"combined_visits","woods_sum","bdi_sum",0.147463649742715,0.363853891668365,0.186214920282276,0.24994699568911,40
"visit1_only","woods_sum","bdi_sum",-0.337334747755713,0.124712996126054,-0.359969082470138,0.0998562692723138,22
"combined_visits","woods_sum","mmrc_score",0.268035928665177,0.0944833130332471,0.279951488410188,0.0801876817127588,40
"visit1_only","woods_sum","mmrc_score",0.274959124387613,0.215555550997246,0.301328564295521,0.172951617259854,22
"combined_visits","woods_sum","cpet_ve",-0.264694558560012,0.136586849828598,-0.286649605697143,0.105807157342811,33
"visit1_only","woods_sum","cpet_ve",-0.338633658761759,0.144163153311048,-0.296045722716945,0.205030481374955,20
"combined_visits","woods_sum","cpet_vt_peak",-0.211821252635059,0.229121245846402,-0.27030454738894,0.122075511897905,34
"visit1_only","woods_sum","cpet_vt_peak",-0.336600051966423,0.146741513858148,-0.364595750114508,0.113991948082786,20
"combined_visits","woods_sum","cpet_o2pulse",-0.130438211992099,0.469361515930924,-0.184059220500271,0.305191417295465,33
"visit1_only","woods_sum","cpet_o2pulse",-0.223516410809008,0.34348980713862,-0.195857221135893,0.407918877467513,20
"combined_visits","woods_sum","fmd_percent",-0.250215805209654,0.135269781358209,-0.197956094703554,0.240211640995546,37
"visit1_only","woods_sum","fmd_percent",0.252680096238036,0.282454500070931,0.183188959941172,0.43947979892703,20
"combined_visits","woods_sum","cpet_vo2peak_absolute",-0.197871715341215,0.240416180611238,-0.261407582244076,0.118095181645163,37
"visit1_only","woods_sum","cpet_vo2peak_absolute",-0.291582433246914,0.212267039467653,-0.222222616288801,0.346363267591403,20
"combined_visits","woods_sum","cpet_vo2peak_relative",-0.0189480729892046,0.911370060888159,-0.00629754629951638,0.970491369952866,37
"visit1_only","woods_sum","cpet_vo2peak_relative",-0.058158539576931,0.807578338766733,-0.0323917711878591,0.892162929269286,20
"combined_visits","dsq_sum","mip_pre_max",-0.349650695389238,0.0269949018144053,-0.392412798074327,0.0122624085871484,40
"visit1_only","dsq_sum","mip_pre_max",-0.167672885204891,0.455755999950628,-0.139824651771752,0.534853522029785,22
"combined_visits","dsq_sum","mip_pre_max_percentpredict_1",-0.420682548286172,0.00687247379561472,-0.460216195738333,0.00280796571891401,40
"visit1_only","dsq_sum","mip_pre_max_percentpredict_1",-0.316552330077338,0.151198254207586,-0.35191016661492,0.108247770311643,22
"combined_visits","dsq_sum","mip_pre_max_percentpredict_2",-0.402046419101879,0.0101209764628299,-0.452508326446964,0.00337123978755479,40
"visit1_only","dsq_sum","mip_pre_max_percentpredict_2",-0.265494290256356,0.232412255913919,-0.345686674922374,0.115071827534324,22
"combined_visits","dsq_sum","mip_pre_max_percentpredict_3",-0.329917898124954,0.0376148221959849,-0.369789729173734,0.0188480465996315,40
"visit1_only","dsq_sum","mip_pre_max_percentpredict_3",-0.103764593783192,0.645851175992481,-0.125035605822986,0.579292072525578,22
"combined_visits","dsq_sum","mip_pre_max_percentpredict_4",-0.329917898124954,0.0376148221959849,-0.369789729173734,0.0188480465996315,40
"visit1_only","dsq_sum","mip_pre_max_percentpredict_4",-0.103764593783192,0.645851175992481,-0.125035605822986,0.579292072525578,22
"combined_visits","dsq_sum","mip_pre_max_percentpredict_5",-0.327957888081341,0.038833966949736,-0.357475937988742,0.0235376511872789,40
"visit1_only","dsq_sum","mip_pre_max_percentpredict_5",-0.0849183221542899,0.707115858907403,-0.127864465683235,0.570669531738408,22
"combined_visits","dsq_sum","sindex_pre_max_percentpredict",-0.423239025406442,0.00726153921969275,-0.407750189622339,0.00997734197324293,39
"visit1_only","dsq_sum","sindex_pre_max_percentpredict",-0.287647554670345,0.19426258608746,-0.351344394642871,0.108855632811427,22
"combined_visits","dsq_sum","smip_pre_max",-0.197956757657025,0.2207828850894,-0.250505751969497,0.118978842797057,40
"visit1_only","dsq_sum","smip_pre_max",-0.0623583244781168,0.782792670843808,-0.0837342518633573,0.711028881078425,22
"combined_visits","dsq_sum","fit_pre_max",-0.00190317955196138,0.9907008058851,-0.133783485280527,0.410508148822351,40
"visit1_only","dsq_sum","fit_pre_max",-0.0242182076629453,0.914806420400505,-0.00910390294652097,0.967926358069978,22
"combined_visits","dsq_sum","pif_pre_max",-0.397061233814072,0.0123210743443022,-0.329168643034447,0.0407375164656826,39
"visit1_only","dsq_sum","pif_pre_max",-0.278477940731395,0.209501456990809,-0.212640708687221,0.342070943827786,22
"combined_visits","dsq_sum","sindex_pre_max",-0.398606619432692,0.0119557651251953,-0.327209361685261,0.0420230520347046,39
"visit1_only","dsq_sum","sindex_pre_max",-0.293752532718131,0.184543702403236,-0.222222222222222,0.320235681186064,22
"combined_visits","dsq_sum","volume_pre_max",0.0695464489830545,0.673976533630928,0.0192307791856647,0.907494503090933,39
"visit1_only","dsq_sum","volume_pre_max",0.0782063466426606,0.729388769434477,0.0761365602702959,0.736300799054737,22
"combined_visits","dsq_sum","id_pre_max",-0.0012259413849771,0.994964198502476,-0.153808594870356,0.425678855591081,29
"visit1_only","dsq_sum","id_pre_max",-0.00232957484457189,0.993168322921358,-0.0987474778634615,0.715977200116783,16
"combined_visits","dsq_sum","slopesmip_pre_max",-0.228265732373309,0.233661307186755,-0.242933639410001,0.204149958240706,29
"visit1_only","dsq_sum","slopesmip_pre_max",-0.388273460150084,0.137239631154181,-0.237288715462945,0.376211975339851,16
"combined_visits","dsq_sum","mip_post_max",-0.371089936098607,0.0184022436213721,-0.433086166979407,0.00524809455689557,40
"visit1_only","dsq_sum","mip_post_max",-0.356795538867408,0.103101632645864,-0.420040047022835,0.0516220136047559,22
"combined_visits","dsq_sum","mip_post_max_percentpredict_1",-0.441372907470006,0.00435852185357,-0.464258127196002,0.00254697184978143,40
"visit1_only","dsq_sum","mip_post_max_percentpredict_1",-0.510685035095148,0.0151550819096478,-0.512589406677038,0.0147180642318204,22
"combined_visits","dsq_sum","mip_post_max_percentpredict_2",-0.426926795661492,0.00600747165178639,-0.460968182986271,0.00275770589514845,40
"visit1_only","dsq_sum","mip_post_max_percentpredict_2",-0.457856494998439,0.0321341680238016,-0.497313563431696,0.0185289201444069,22
"combined_visits","dsq_sum","mip_post_max_percentpredict_3",-0.352120654586315,0.0258609408907852,-0.412653002306226,0.00814097181294336,40
"visit1_only","dsq_sum","mip_post_max_percentpredict_3",-0.308052400967884,0.163092747028026,-0.368317553804362,0.0916782790210688,22
"combined_visits","dsq_sum","mip_post_max_percentpredict_4",-0.352120654586315,0.0258609408907852,-0.412653002306226,0.00814097181294336,40
"visit1_only","dsq_sum","mip_post_max_percentpredict_4",-0.308052400967884,0.163092747028026,-0.368317553804362,0.0916782790210688,22
"combined_visits","dsq_sum","mip_post_max_percentpredict_5",-0.352306491001407,0.0257772468885752,-0.40955105490848,0.0086822575354264,40
"visit1_only","dsq_sum","mip_post_max_percentpredict_5",-0.288706001906309,0.192553253448591,-0.355870570419268,0.104061926065107,22
"combined_visits","dsq_sum","sindex_post_max_percentpredict",-0.495876188271578,0.00132644637714489,-0.520642219734196,0.000679083907414507,39
"visit1_only","dsq_sum","sindex_post_max_percentpredict",-0.505245931266419,0.0164615475488665,-0.561245796273314,0.0065739513942474,22
"combined_visits","dsq_sum","smip_post_max",-0.23101703560394,0.151505747212459,-0.31708637024548,0.046194062365596,40
"visit1_only","dsq_sum","smip_post_max",-0.107038090465062,0.635419076702666,-0.193886409845446,0.387274371870075,22
"combined_visits","dsq_sum","fit_post_max",0.0104406208828604,0.949017945354201,-0.142567556053208,0.38017212349542,40
"visit1_only","dsq_sum","fit_post_max",0.00849262700157705,0.970078957591343,-0.0611843216683082,0.786789859049632,22
"combined_visits","dsq_sum","pif_post_max",-0.441315326426604,0.00491866467449128,-0.424242459337302,0.00711002444749021,39
"visit1_only","dsq_sum","pif_post_max",-0.48307095198154,0.0227634949321592,-0.405872031989657,0.0609055088044479,22
"combined_visits","dsq_sum","sindex_post_max",-0.44943445293611,0.00410087842258823,-0.449218104812299,0.00412103047766724,39
"visit1_only","dsq_sum","sindex_post_max",-0.496220096721562,0.0188296295955526,-0.456405332515129,0.032754309280187,22
"combined_visits","dsq_sum","volume_post_max",-0.197631618277647,0.227820531202688,0.0576913478038848,0.727201050994454,39
"visit1_only","dsq_sum","volume_post_max",0.118950060410027,0.59802959426361,0.0978445988369047,0.664880315246776,22
"combined_visits","dsq_sum","id_post_max",0.0282510671589762,0.884337174411232,-0.108135095591037,0.576604076396094,29
"visit1_only","dsq_sum","id_post_max",-0.00210666070629354,0.993822025440555,-0.0648490899401837,0.811411941532006,16
"combined_visits","dsq_sum","slopesmip_post_max",-0.20267625432551,0.291686980890932,-0.260215504002175,0.172792713952527,29
"visit1_only","dsq_sum","slopesmip_post_max",-0.416378564386345,0.108656416006813,-0.224024128884271,0.404232376422958,16
"combined_visits","dsq_sum","bdi_sum",-0.0538648870959694,0.741317938005022,-0.0622916541090793,0.702575949605946,40
"visit1_only","dsq_sum","bdi_sum",-0.572111047970065,0.00540026543009062,-0.60738392986265,0.00271775820717959,22
"combined_visits","dsq_sum","mmrc_score",0.632138663064468,1.21253924556035e-05,0.666644943395463,2.6476406168708e-06,40
"visit1_only","dsq_sum","mmrc_score",0.610916480064475,0.00252605482379184,0.61364343658572,0.00238597728365218,22
"combined_visits","dsq_sum","cpet_ve",-0.598251712518074,0.000235776290323365,-0.544146641544211,0.00106241716917496,33
"visit1_only","dsq_sum","cpet_ve",-0.568538552462916,0.008905485082068,-0.453656019893305,0.0445318260034221,20
"combined_visits","dsq_sum","cpet_vt_peak",-0.143274171482897,0.418883688662134,-0.192022523710973,0.276613933924353,34
"visit1_only","dsq_sum","cpet_vt_peak",-0.162931118982739,0.492497990865867,-0.171816565673876,0.468866406424105,20
"combined_visits","dsq_sum","cpet_o2pulse",-0.326787041350827,0.0634257869211892,-0.267805175783063,0.131866743434574,33
"visit1_only","dsq_sum","cpet_o2pulse",-0.160393066366761,0.49935347828889,-0.0444613042752575,0.852346471334209,20
"combined_visits","dsq_sum","fmd_percent",-0.263372552884918,0.115256824570842,-0.0138459992617166,0.935175534216721,37
"visit1_only","dsq_sum","fmd_percent",0.20174272269205,0.393688119594379,0.392534383151003,0.0869093834414867,20
"combined_visits","dsq_sum","cpet_vo2peak_absolute",-0.465667524268783,0.00367849073033269,-0.467416450869645,0.00353570820367655,37
"visit1_only","dsq_sum","cpet_vo2peak_absolute",-0.426430850738732,0.0608017456918733,-0.392615924193375,0.0868380302574292,20
"combined_visits","dsq_sum","cpet_vo2peak_relative",-0.580164732317863,0.000167364545044648,-0.608805768748364,6.3808635642612e-05,37
"visit1_only","dsq_sum","cpet_vo2peak_relative",-0.617955870196216,0.00368776414485129,-0.623211841281999,0.00332917258234815,20
"combined_visits","vas_fatiguecurrent","mip_pre_max",-0.368345860390179,0.021040025668819,-0.405062430098245,0.0105275526355119,39
"visit1_only","vas_fatiguecurrent","mip_pre_max",-0.0835656849691454,0.711586522090614,-0.0738392592180989,0.743995714882761,22
"combined_visits","vas_fatiguecurrent","mip_pre_max_percentpredict_1",-0.321977185501113,0.0456179276690107,-0.353342049593514,0.0273455360735199,39
"visit1_only","vas_fatiguecurrent","mip_pre_max_percentpredict_1",-0.19811042823371,0.376811766912253,-0.242354612808868,0.277172520829592,22
"combined_visits","vas_fatiguecurrent","mip_pre_max_percentpredict_2",-0.34047676815491,0.0339281970880744,-0.379371307307189,0.0172236919342828,39
"visit1_only","vas_fatiguecurrent","mip_pre_max_percentpredict_2",-0.15182130320465,0.500016090082046,-0.187221809895002,0.404110003129795,22
"combined_visits","vas_fatiguecurrent","mip_pre_max_percentpredict_3",-0.363946527338667,0.0227483162382202,-0.367791361946381,0.0212492536393381,39
"visit1_only","vas_fatiguecurrent","mip_pre_max_percentpredict_3",-0.14759494334925,0.512160935941142,-0.137257707254312,0.542451411982626,22
"combined_visits","vas_fatiguecurrent","mip_pre_max_percentpredict_4",-0.363946527338667,0.0227483162382202,-0.367791361946381,0.0212492536393381,39
