"data_source","outcome","respiratory","pearson_r","pearson_p","spearman_rho","spearman_p","n"
"visit1_only","vas_fatiguecurrent","mip_pre_max_percentpredict_4",-0.14759494334925,0.512160935941142,-0.137257707254312,0.542451411982626,22
"combined_visits","vas_fatiguecurrent","mip_pre_max_percentpredict_5",-0.342773731502467,0.0326660776456534,-0.320241851792265,0.0468636471998496,39
"visit1_only","vas_fatiguecurrent","mip_pre_max_percentpredict_5",-0.105263659515581,0.641065769593615,-0.0746590039458599,0.741247192236571,22
"combined_visits","vas_fatiguecurrent","sindex_pre_max_percentpredict",-0.215548143267021,0.193710073158717,-0.116378896321689,0.48654618100987,38
"visit1_only","vas_fatiguecurrent","sindex_pre_max_percentpredict",-0.0862452769799932,0.702739116388636,0.114285706040201,0.61256051760818,22
"combined_visits","vas_fatiguecurrent","smip_pre_max",-0.0481419570788836,0.771025693659664,-0.0178310663077933,0.914201595433791,39
"visit1_only","vas_fatiguecurrent","smip_pre_max",0.324515740504859,0.140620276562997,0.313567816572611,0.155303009934656,22
"combined_visits","vas_fatiguecurrent","fit_pre_max",-0.0274324197646354,0.868335884760618,0.0348920259966552,0.832984645537037,39
"visit1_only","vas_fatiguecurrent","fit_pre_max",0.0319043176920599,0.887913547590475,0.252398333892124,0.257123054060857,22
"combined_visits","vas_fatiguecurrent","pif_pre_max",-0.25272754443289,0.125807217776433,-0.155196619343752,0.352168228171149,38
"visit1_only","vas_fatiguecurrent","pif_pre_max",-0.0541977251909823,0.810681639522552,0.0996878695037921,0.658933264563972,22
"combined_visits","vas_fatiguecurrent","sindex_pre_max",-0.256297381950482,0.120371014850032,-0.17109724239022,0.304382920799103,38
"visit1_only","vas_fatiguecurrent","sindex_pre_max",-0.0537831211459383,0.812104793512062,0.081712250859812,0.71772725584806,22
"combined_visits","vas_fatiguecurrent","volume_pre_max",0.172108367657983,0.301490882155324,0.125040531015333,0.454462591676795,38
"visit1_only","vas_fatiguecurrent","volume_pre_max",0.264282447691586,0.23463108772307,0.247713133021369,0.266356900573006,22
"combined_visits","vas_fatiguecurrent","id_pre_max",0.115442422850076,0.558564770144234,0.187534388187387,0.339268950423071,28
"visit1_only","vas_fatiguecurrent","id_pre_max",0.285891512813962,0.283087232181531,0.405551193021206,0.119121781071518,16
"combined_visits","vas_fatiguecurrent","slopesmip_pre_max",-0.238139270129999,0.222346076847768,-0.296048351678604,0.126105350564439,28
"visit1_only","vas_fatiguecurrent","slopesmip_pre_max",-0.42663065908942,0.0993584225683029,-0.46284095263015,0.0710226230053883,16
"combined_visits","vas_fatiguecurrent","mip_post_max",-0.262003811255811,0.10712149366688,-0.282827054750375,0.0810533705144786,39
"visit1_only","vas_fatiguecurrent","mip_post_max",0.0343682023423469,0.879316428180804,-0.170663501850392,0.447640808856227,22
"combined_visits","vas_fatiguecurrent","mip_post_max_percentpredict_1",-0.207417052531729,0.205152648841667,-0.220121439247931,0.178136065302208,39
"visit1_only","vas_fatiguecurrent","mip_post_max_percentpredict_1",-0.126448370335314,0.574978825895396,-0.192390510168177,0.391018403883617,22
"combined_visits","vas_fatiguecurrent","mip_post_max_percentpredict_2",-0.238587150952424,0.143544566734461,-0.26193221541793,0.107220955497324,39
"visit1_only","vas_fatiguecurrent","mip_post_max_percentpredict_2",-0.0774445997424696,0.731930287741918,-0.175735809287947,0.434051949028161,22
"combined_visits","vas_fatiguecurrent","mip_post_max_percentpredict_3",-0.266719205123016,0.10072381860793,-0.289088724449914,0.0742693921744575,39
"visit1_only","vas_fatiguecurrent","mip_post_max_percentpredict_3",-0.0608489217809074,0.787932769858654,-0.169992808984419,0.449454144890518,22
"combined_visits","vas_fatiguecurrent","mip_post_max_percentpredict_4",-0.266719205123016,0.10072381860793,-0.289088724449914,0.0742693921744575,39
"visit1_only","vas_fatiguecurrent","mip_post_max_percentpredict_4",-0.0608489217809074,0.787932769858654,-0.169992808984419,0.449454144890518,22
"combined_visits","vas_fatiguecurrent","mip_post_max_percentpredict_5",-0.253810160807212,0.118965976452047,-0.257320732752121,0.113776201672651,39
"visit1_only","vas_fatiguecurrent","mip_post_max_percentpredict_5",-0.034865308975749,0.877583456398193,-0.113137105979495,0.616160725451538,22
"combined_visits","vas_fatiguecurrent","sindex_post_max_percentpredict",-0.226666153061157,0.171163023618647,-0.17490085561488,0.293595083946734,38
"visit1_only","vas_fatiguecurrent","sindex_post_max_percentpredict",-0.0747483121802345,0.740947933880555,-0.0689160036423322,0.760565205947541,22
"combined_visits","vas_fatiguecurrent","smip_post_max",-0.141556914272478,0.390009011571532,-0.096082280957104,0.560660891399445,39
"visit1_only","vas_fatiguecurrent","smip_post_max",0.183630601411847,0.413346600274916,0.156872511801876,0.485688405411867,22
"combined_visits","vas_fatiguecurrent","fit_post_max",-0.105801304031021,0.521500005566856,-0.0477087898034649,0.773031485972202,39
"visit1_only","vas_fatiguecurrent","fit_post_max",-0.0764330501026216,0.73530945117466,0.0352418688365433,0.876271084598465,22
"combined_visits","vas_fatiguecurrent","pif_post_max",-0.269454096948453,0.101848367933375,-0.25040178120498,0.129446151975368,38
"visit1_only","vas_fatiguecurrent","pif_post_max",-0.0801409225098627,0.722946558421168,-0.0367176935317344,0.871130653874253,22
"combined_visits","vas_fatiguecurrent","sindex_post_max",-0.264376726229582,0.108720136552486,-0.254067656308834,0.123745409307567,38
"visit1_only","vas_fatiguecurrent","sindex_post_max",-0.0527782001576116,0.815556616102368,-0.052180810233069,0.817610173078337,22
"combined_visits","vas_fatiguecurrent","volume_post_max",-0.189769641730233,0.253808567555483,-0.0586053833687481,0.726713757979629,38
"visit1_only","vas_fatiguecurrent","volume_post_max",0.0150221896792292,0.947098508357839,0.0414550710883844,0.854664828638673,22
"combined_visits","vas_fatiguecurrent","id_post_max",-0.0171916475000836,0.930807962091125,-0.0130773238053519,0.947340866055106,28
"visit1_only","vas_fatiguecurrent","id_post_max",0.0690546590463691,0.799406732732984,0.0512592585974759,0.850463066537486,16
"combined_visits","vas_fatiguecurrent","slopesmip_post_max",-0.270954863598699,0.163124512263558,-0.192264484031876,0.327002742279569,28
"visit1_only","vas_fatiguecurrent","slopesmip_post_max",-0.329692681677163,0.212388135651549,-0.0919651404248832,0.734806035133709,16
"combined_visits","vas_fatiguecurrent","bdi_sum",-0.00235496240981034,0.988647884844775,-0.00332996818136284,0.98394838070668,39
"visit1_only","vas_fatiguecurrent","bdi_sum",-0.213149397010817,0.340890125238046,-0.160071523140795,0.476721772493908,22
"combined_visits","vas_fatiguecurrent","mmrc_score",0.344026817494599,0.0319939545069155,0.321238896945861,0.0461446029584227,39
"visit1_only","vas_fatiguecurrent","mmrc_score",0.177917602681775,0.428275305467258,0.164217265617806,0.465227244787921,22
"combined_visits","vas_fatiguecurrent","cpet_ve",-0.29322912379234,0.0976902888780019,-0.271646376604522,0.126205182877104,33
"visit1_only","vas_fatiguecurrent","cpet_ve",-0.063737799730791,0.789498879896145,-0.0191158539567598,0.936244425253051,20
"combined_visits","vas_fatiguecurrent","cpet_vt_peak",-0.228290932082662,0.194084719941274,-0.290076960257332,0.0960809361254721,34
"visit1_only","vas_fatiguecurrent","cpet_vt_peak",-0.095486160683,0.68882642791503,-0.0864036598845545,0.717197509797063,20
"combined_visits","vas_fatiguecurrent","cpet_o2pulse",-0.0574116369684693,0.750978127126615,-0.0969923392121017,0.591292841107557,33
"visit1_only","vas_fatiguecurrent","cpet_o2pulse",0.280628601664115,0.230734534841521,0.224802442531496,0.340647422549874,20
"combined_visits","vas_fatiguecurrent","fmd_percent",-0.123801953667887,0.471912213455749,-0.128534567447008,0.455004748641394,36
"visit1_only","vas_fatiguecurrent","fmd_percent",0.131918904701112,0.579301929980736,0.154189758657166,0.516301721830997,20
"combined_visits","vas_fatiguecurrent","cpet_vo2peak_absolute",-0.279221684486992,0.0991083732111034,-0.310129062866242,0.0656529062730794,36
"visit1_only","vas_fatiguecurrent","cpet_vo2peak_absolute",0.0541936028203091,0.820484524178199,0.0206451222733006,0.931155136403081,20
"combined_visits","vas_fatiguecurrent","cpet_vo2peak_relative",-0.113006982904962,0.511682731319291,-0.0553569305830125,0.748463722947561,36
"visit1_only","vas_fatiguecurrent","cpet_vo2peak_relative",0.237749211082635,0.312805107549279,0.23397805243074,0.320769505550014,20
"combined_visits","bdi_sum","mip_pre_max",-0.495250962409125,0.00115765971750927,-0.392511069176195,0.0122387589913218,40
"visit1_only","bdi_sum","mip_pre_max",0.0967717161088013,0.668350828420717,0.0963287368053939,0.669785673111776,22
"combined_visits","bdi_sum","mip_pre_max_percentpredict_1",-0.473211166935164,0.00204334838146777,-0.404893021892141,0.00955293902159677,40
"visit1_only","bdi_sum","mip_pre_max_percentpredict_1",0.172748705855201,0.442027682565438,0.260574831007161,0.241505289784033,22
"combined_visits","bdi_sum","mip_pre_max_percentpredict_2",-0.462763270425827,0.00264090424047265,-0.356997140034168,0.0237380286995242,40
"visit1_only","bdi_sum","mip_pre_max_percentpredict_2",0.216742095166067,0.33261913750533,0.272104690786239,0.220551141061288,22
"combined_visits","bdi_sum","mip_pre_max_percentpredict_3",-0.49257938413242,0.00124271294443452,-0.448048692762108,0.00374029616118106,40
"visit1_only","bdi_sum","mip_pre_max_percentpredict_3",0.0876261480059118,0.698194176591569,0.0622612428070208,0.78312301069408,22
"combined_visits","bdi_sum","mip_pre_max_percentpredict_4",-0.49257938413242,0.00124271294443452,-0.448048692762108,0.00374029616118106,40
"visit1_only","bdi_sum","mip_pre_max_percentpredict_4",0.0876261480059118,0.698194176591569,0.0622612428070208,0.78312301069408,22
"combined_visits","bdi_sum","mip_pre_max_percentpredict_5",-0.473140800492736,0.0020469368085995,-0.433926814193675,0.00515120086673795,40
"visit1_only","bdi_sum","mip_pre_max_percentpredict_5",0.078921429545182,0.727005435958896,0.129134429525673,0.566817048507586,22
"combined_visits","bdi_sum","sindex_pre_max_percentpredict",-0.316448543200732,0.0496822983935517,-0.240834796810037,0.139697997002025,39
"visit1_only","bdi_sum","sindex_pre_max_percentpredict",0.289576824888997,0.19115459199708,0.315341664957781,0.152854048698098,22
"combined_visits","bdi_sum","smip_pre_max",-0.140051452951272,0.388723258170941,-0.144378926343002,0.374085358283009,40
"visit1_only","bdi_sum","smip_pre_max",0.0859054927110703,0.703858979597072,0.0743675955750526,0.74222390851903,22
"combined_visits","bdi_sum","fit_pre_max",0.269286753374559,0.0928964862662472,0.0451156045456197,0.782218694068105,40
"visit1_only","bdi_sum","fit_pre_max",0.305571137628745,0.166684288762035,0.116534977041655,0.605535331572971,22
"combined_visits","bdi_sum","pif_pre_max",-0.374443241514204,0.0188506166325771,-0.263554795448532,0.104984005838829,39
"visit1_only","bdi_sum","pif_pre_max",0.102592149265355,0.649603383677057,0.0983282043793552,0.663318128772799,22
"combined_visits","bdi_sum","sindex_pre_max",-0.377492468357014,0.017829456479197,-0.254979871001047,0.117217374491986,39
"visit1_only","bdi_sum","sindex_pre_max",0.103604930759926,0.646361663844487,0.0866453537607204,0.701421303594225,22
"combined_visits","bdi_sum","volume_pre_max",-0.0166554033299695,0.919839643192141,-0.0357069587235187,0.82914092233268,39
"visit1_only","bdi_sum","volume_pre_max",-0.176440262652622,0.432182272087155,-0.0631055494934199,0.780251301282482,22
"combined_visits","bdi_sum","id_pre_max",-0.0421291998444298,0.828216722855384,-0.0865503416438646,0.655290077064568,29
"visit1_only","bdi_sum","id_pre_max",-0.0272946180351993,0.920074466779,0.01501833355724,0.955976838000005,16
"combined_visits","bdi_sum","slopesmip_pre_max",-0.170785820130507,0.375732109454576,-0.157034452204138,0.415917716931194,29
"visit1_only","bdi_sum","slopesmip_pre_max",0.162522974104309,0.547587946898643,0.10512833490068,0.698401714834475,16
"combined_visits","bdi_sum","mip_post_max",-0.408194397248034,0.00892852288937067,-0.402878966024844,0.00995193202500181,40
"visit1_only","bdi_sum","mip_post_max",0.3060785054734,0.165945470478085,0.275430969009435,0.214737071895885,22
"combined_visits","bdi_sum","mip_post_max_percentpredict_1",-0.389557056184193,0.0129668332002542,-0.38168573893003,0.0150886527616082,40
"visit1_only","bdi_sum","mip_post_max_percentpredict_1",0.372802451503183,0.0874955047234959,0.306117777134519,0.165888378818801,22
"combined_visits","bdi_sum","mip_post_max_percentpredict_2",-0.393130612373871,0.0120905528659256,-0.35591084168275,0.0241979162257563,40
"visit1_only","bdi_sum","mip_post_max_percentpredict_2",0.386669282092878,0.075459467290471,0.385097316621203,0.0767574576337754,22
"combined_visits","bdi_sum","mip_post_max_percentpredict_3",-0.425832379596479,0.00615189537105633,-0.402720425189305,0.00998393560347074,40
"visit1_only","bdi_sum","mip_post_max_percentpredict_3",0.278385280509918,0.209659406022075,0.28997597344381,0.190515815465352,22
"combined_visits","bdi_sum","mip_post_max_percentpredict_4",-0.425832379596479,0.00615189537105633,-0.402720425189305,0.00998393560347074,40
"visit1_only","bdi_sum","mip_post_max_percentpredict_4",0.278385280509918,0.209659406022075,0.28997597344381,0.190515815465352,22
"combined_visits","bdi_sum","mip_post_max_percentpredict_5",-0.415650449373213,0.00764571540474826,-0.399560284530634,0.0106404505583371,40
"visit1_only","bdi_sum","mip_post_max_percentpredict_5",0.261039000870395,0.240637601202783,0.268645732852516,0.226706584373243,22
"combined_visits","bdi_sum","sindex_post_max_percentpredict",-0.213216067980423,0.192486838492625,-0.124555088746689,0.449956256405097,39
"visit1_only","bdi_sum","sindex_post_max_percentpredict",0.518834241395711,0.0133562523305279,0.626647878992885,0.00180458997955568,22
"combined_visits","bdi_sum","smip_post_max",-0.300545693335489,0.059515088686601,-0.288389889833299,0.0711279455097178,40
"visit1_only","bdi_sum","smip_post_max",0.0816450384820505,0.71795026071788,0.102096924638052,0.651190738779466,22
"combined_visits","bdi_sum","fit_post_max",0.199506013476696,0.217117674611565,0.00818068876262772,0.960043218764944,40
"visit1_only","bdi_sum","fit_post_max",0.315015204612422,0.153302709431131,0.167603131593665,0.455946186371974,22
"combined_visits","bdi_sum","pif_post_max",-0.264468135491764,0.10374056169742,-0.116202785219179,0.481141545513725,39
"visit1_only","bdi_sum","pif_post_max",0.329371027435503,0.13443459840706,0.385121518460539,0.0767373475296085,22
"combined_visits","bdi_sum","sindex_post_max",-0.274141126822884,0.0912507051185749,-0.113670913355848,0.490812638035015,39
"visit1_only","bdi_sum","sindex_post_max",0.355370145424702,0.104584186096852,0.425985919446874,0.0480685388994525,22
"combined_visits","bdi_sum","volume_post_max",-0.169798985738768,0.3014063826229,-0.0786706380257958,0.634037080499209,39
"visit1_only","bdi_sum","volume_post_max",-0.323844569651136,0.141490967460745,-0.242744639897421,0.276376114413892,22
"combined_visits","bdi_sum","id_post_max",-0.0438483196949984,0.821316472896516,-0.0870686071626901,0.653353258271488,29
"visit1_only","bdi_sum","id_post_max",-0.120254337509691,0.657321541226964,-0.108132001612128,0.690177241586428,16
"combined_visits","bdi_sum","slopesmip_post_max",-0.18992076249386,0.323747609001769,-0.132157707300512,0.494358749098586,29
"visit1_only","bdi_sum","slopesmip_post_max",0.169178845868414,0.531076945816429,0.351429005239416,0.181962110497808,16
"combined_visits","bdi_sum","bdi_sum",1,2.57706631179196e-293,1,0,40
"visit1_only","bdi_sum","bdi_sum",1,0,1,0,22
"combined_visits","bdi_sum","mmrc_score",0.0391809153190751,0.810302229576995,0.0328380502707548,0.840577793344372,40
"visit1_only","bdi_sum","mmrc_score",-0.719079363196113,0.00016258926627854,-0.68361032371289,0.000452390603768758,22
"combined_visits","bdi_sum","cpet_ve",0.0644069425463672,0.721770471478198,0.0506733593688187,0.779437633883906,33
"visit1_only","bdi_sum","cpet_ve",0.404839396283862,0.0766224766375642,0.319162138338635,0.170181218342195,20
"combined_visits","bdi_sum","cpet_vt_peak",-0.118137431661043,0.50577943377877,-0.0783877331764621,0.659460833868968,34
"visit1_only","bdi_sum","cpet_vt_peak",-0.115263646403748,0.628455545577625,0.00386394840603675,0.987100835957815,20
"combined_visits","bdi_sum","cpet_o2pulse",-0.0158763621334832,0.930121872279655,-0.0281133021155775,0.876583248995005,33
"visit1_only","bdi_sum","cpet_o2pulse",0.146970848584633,0.536361348456573,0.00540952776845144,0.98194186053178,20
"combined_visits","bdi_sum","fmd_percent",-0.408339411480964,0.0121063988091426,-0.485909657697704,0.00229673797995283,37
"visit1_only","bdi_sum","fmd_percent",-0.233818353540508,0.321109424938372,-0.223504329460563,0.343516574740572,20
"combined_visits","bdi_sum","cpet_vo2peak_absolute",0.0468522755607151,0.783039036618862,0.0216786934841819,0.898659290718621,37
"visit1_only","bdi_sum","cpet_vo2peak_absolute",0.430437508417646,0.0581608340548233,0.421943165939213,0.063866336163486,20
"combined_visits","bdi_sum","cpet_vo2peak_relative",0.0972142529432906,0.567055213321918,0.107390984485225,0.526964214933056,37
"visit1_only","bdi_sum","cpet_vo2peak_relative",0.550312741997424,0.0119314053558089,0.55099904270084,0.0118041081540805,20
